# 🚨
# 🚨 Source: https://www.ugent.be/pp/experimentele-psychologie/en/research/documents/subtlexus/subtlexus5.zip::SUBTLEXusrawdata.dat
# 🚨
Word	FREQcount	CDcount
-volt	16	15
-volume	1	1
-vu	1	1
-W-Wherever-	1	1
-W	8	6
-Wade	1	1
-waist	1	1
-Wait	7	7
-Walid	1	1
-walked	1	1
-walled	1	1
-Walter	1	1
-Want	1	1
-wanted	1	1
-war	3	3
-War	1	1
-was	2	2
-Was	1	1
-wasn	1	1
-Watch	3	3
-watt	5	5
-way	9	9
-ways	1	1
-we	8	6
-We	48	25
-week-old	4	3
-week	11	11
-weeks	1	1
-Weepin	1	1
-weight	6	6
-Weird	1	1
-Welcome	1	1
-WelI	1	1
-well	2	2
-Well	18	13
-were	2	2
-weren	1	1
-what	3	3
-What	106	41
-whatever	1	1
-wheats	1	1
-wheel	2	2
-wheeler	7	7
-when	4	4
-When	7	6
-where	5	3
-Where	12	10
-Whew	1	1
-which	3	3
-Which	2	2
-While	2	2
-White	2	2
-Who-Who	1	1
-who	5	4
-Who	19	14
-Whoa	5	4
-Whoo	2	1
-whose	1	1
-Whose	3	2
-Why	26	15
-WHY	1	1
-Wife	1	1
-Wiggle	1	1
-will	2	2
-Will	3	3
-William-	4	2
-win	1	1
-Wind	1	1
-wink	1	1
-Wis	1	1
-wise	1	1
-wishy-washy	1	1
-with	5	5
-With	5	2
-within	1	1
-Woe	1	1
-woman	1	1
-WOMAN	1	1
-Won	1	1
-wood	21	6
-Woodward	1	1
-word	19	18
-working	1	1
-worst	1	1
-worth	6	4
-Would	2	2
-Wounded	1	1
-wow	1	1
-Wow	1	1
-X-Punch	1	1
-X	13	5
-Y-	1	1
-Y	2	2
-Ya	3	2
-YAPP	1	1
-yard-dash	1	1
-yard-line	2	2
-yard	100	67
-Yard	1	1
-yarder	1	1
-yardline	2	1
-Yay	1	1
-yeah	1	1
-Yeah	68	29
-year-	2	2
-year-Iong	1	1
-year-long	4	4
-Year-Long	1	1
-year-old--	1	1
-year-old-boys	1	1
-year-old-daught	1	1
-year-old-woman	1	1
-year-old	1429	1033
-year-Old	1	1
-Year-Old	6	5
-year-olds	79	70
-Year-Olds	1	1
-year	169	149
-years-ago	1	1
-years-and-	2	2
-years-old	4	4
-years	2	2
-Yes	92	45
-Yessir	1	1
-yet	1	1
-Ylva	1	1
-yolk	1	1
-you	12	10
-You	109	50
-Young	3	1
-your	2	2
-Your	9	7
-YOUR	1	1
-Yours	1	1
-yourself	1	1
-yuan	1	1
-Yuri	2	1
-Z-Rocket	1	1
-Z-Slant	1	1
-Z	4	3
-Zebra	1	1
-zero-	1	1
-zero	1	1
-zip	2	1
-zone	1	1
-Zulu-	1	1
-Zulu	1	1
a--	541	382
A--	12	12
a--a--a	2	2
a--a	19	14
A--a	1	1
A--A	1	1
a--Aah	1	1
a--as	1	1
A--friend	1	1
a--Hey	1	1
a--I	3	3
A--I	2	2
a--Iike	1	1
a--it	1	1
a--just	1	1
A--Kevin	1	1
a--like	1	1
a--oh	1	1
a--sixty	1	1
a--take	1	1
a--that	1	1
a--thing	1	1
a--what	1	1
A--whoopee	1	1
a--you	2	2
a-	116	89
A-	134	100
a-a--	1	1
a-a-a--	1	1
a-a-a-	1	1
a-a-a-a-ah	1	1
A-A-A-A	1	1
A-a-a-aah	1	1
a-a-a-ace	1	1
A-a-a-ah	1	1
A-a-a-alleluia	4	1
A-a-a-and	1	1
a-a-a	15	13
A-a-a	1	1
A-A-A	1	1
A-A-Aaah	1	1
A-a-aarrgh	1	1
a-a-about	1	1
A-a-actually	1	1
a-a-affirmation	1	1
A-A-After	1	1
A-a-ah	1	1
a-a-ahem--	1	1
a-a-ahem	3	1
A-a-ahem	2	2
a-a-all	1	1
A-a-all	1	1
A-A-Already	1	1
a-a-and	11	10
A-a-and	5	5
A-A-And	7	7
A-A-Angel	1	1
A-a-another	2	2
A-A-Anything	1	1
a-a-are	2	2
A-A-Are	5	5
A-A-Argh	1	1
a-a-ask	1	1
a-a-associates	1	1
a-a-at	1	1
A-A-At	1	1
a-a-audition	1	1
A-A-G-H	2	1
a-a-men	1	1
A-A-N-T-I	1	1
a-a	87	78
A-a	3	3
A-A	9	8
a-Abat	2	1
A-Abbie	1	1
a-about	1	1
A-About	1	1
A-Absolutely	2	2
a-access	1	1
A-Acme	1	1
A-Acquaintances	1	1
a-actually	2	2
a-against	1	1
A-ah	1	1
A-Ah	1	1
A-Ahem	2	1
A-Ajax	1	1
a-aksa	1	1
A-Al	1	1
A-Alan	1	1
a-alien	1	1
A-all	5	2
A-All	5	5
A-Alley	1	1
A-Alma	1	1
A-alone	1	1
a-along	1	1
A-Am	1	1
A-Amy	2	2
a-an	3	3
A-an	1	1
A-An	1	1
a-and--	1	1
A-And-And-And	1	1
a-and	21	19
A-and	11	6
A-And	41	37
A-Anna	1	1
A-Anniversary	1	1
A-Another	2	2
a-any	1	1
A-any	1	1
A-Any	3	3
a-anymore	1	1
a-anyone	1	1
A-anything	1	1
A-Anything	1	1
A-Anyway	1	1
a-are	3	3
A-are	3	3
A-Are	12	12
a-aren	1	1
A-Argh	1	1
a-around	1	1
A-Around	1	1
a-as	1	1
A-as	1	1
A-aside	1	1
a-assess	1	1
A-assuming	1	1
a-at	2	2
a-away	1	1
a-awkward	1	1
A-B-B-X-Y	1	1
A-B-C-D-E-F-G	3	3
A-B-C-D-E-F	1	1
A-B-C-D	2	2
A-B-C	8	6
A-B-Cs	2	2
A-B-I-O	1	1
A-B-R-U-Z-Z	1	1
A-B	4	4
a-baby-and-leave	1	1
A-ball	1	1
a-baying	1	1
a-beatin	1	1
a-beating	1	1
a-bed	3	3
a-been	1	1
a-begging	1	1
a-bellerin	1	1
a-big	1	1
A-Billion-and-On	1	1
a-billionaire	1	1
a-birthing	1	1
a-bitin	1	1
a-blastin	1	1
a-blazing	1	1
a-bleeding	1	1
A-block	5	1
a-bloody-gain	2	1
a-bloom	2	1
a-bloomin	1	1
a-blooming	1	1
a-blowing	8	3
a-blubbin	1	1
A-bomb	24	15
A-bombs	1	1
A-boom	9	2
a-boppin	1	1
a-bornin	1	1
a-borning	1	1
a-boss	1	1
A-bout	1	1
a-boy	1	1
a-brazin	1	1
a-brewin	1	1
a-brewing	2	2
A-bruzzi	1	1
a-bubbling	1	1
a-buff-o	1	1
a-burnin	1	1
a-burning	1	1
a-buzzing	1	1
A-C-E-O-U-S	1	1
A-C-T-I-O-N	1	1
A-C-T-O-N	1	1
A-C	1	1
a-callin	4	2
a-calling	27	27
A-camera	3	2
a-campin	1	1
A-campin	1	1
a-cappella	2	1
A-cappella	1	1
A-car	1	1
a-carryin	1	1
a-carrying	1	1
A-CARS	1	1
a-catching	1	1
a-changin	5	4
a-changing	1	1
A-chasing	1	1
a-cheatin	1	1
a-chica-boom	1	1
a-chick-at-a-clu	1	1
A-Choi	2	2
A-choo	2	2
a-clangin	1	1
a-clawing	1	1
A-clip-cloppin	2	1
A-CO	1	1
a-coinin	1	1
a-combin	1	1
a-comin	34	26
a-coming	11	7
a-commandeering	1	1
A-complete	1	1
a-coolin	1	1
A-Costa	1	1
a-courtin	2	2
a-courting	3	3
a-cracking	1	1
a-creepin	1	1
a-croakin	1	1
A-cryin	1	1
A-cup	1	1
A-Cup	3	1
a-cutting	1	1
A-D-A-M-S	1	1
A-D-D-A-M-S	1	1
A-d-e-I-e	1	1
A-D-E	1	1
A-D-I-A-N	1	1
A-D	4	3
a-da	1	1
A-da	1	1
a-dancing	7	2
a-dat	1	1
a-dawning	1	1
a-day-old	2	1
a-deck	1	1
A-deck	1	1
a-different	1	1
a-digging	3	1
A-do-de-do	1	1
a-do-wat	12	1
a-doin	2	2
a-doing	1	1
a-dooba	2	1
a-doodle-doo	3	1
A-doodley	1	1
a-drifting	1	1
a-drop	3	1
a-droppin	1	1
a-dumb-jock-like	1	1
a-dyin	1	1
a-dying	1	1
A-E-F-G	1	1
A-E-I-O-U	7	5
A-E	1	1
a-eating	1	1
A-F-T	1	1
A-F	9	1
a-face	1	1
a-facin	1	1
a-fallin	1	1
a-fat	2	1
a-feared	1	1
a-fib	1	1
A-fib	1	1
A-fightin	1	1
a-fighting	2	2
a-fine	1	1
a-fishing	1	1
a-five	2	2
A-five	1	1
a-fixing	1	1
a-fizzin	2	1
A-flat--	1	1
A-flat	2	1
A-flawless	1	1
a-flickin	1	1
a-floating	1	1
a-flocking	1	1
a-flushing	1	1
a-flutter	3	2
a-fluttering	2	1
a-flyin	3	2
A-flyin	1	1
a-flying	2	2
a-formulatin	2	1
a-four	2	2
A-frame	6	3
A-frames	2	2
A-fri-ca	1	1
a-fucking-nother	1	1
a-funning	1	1
A-G-E-E	1	1
A-G	1	1
A-game	6	4
a-get	1	1
a-gettin	5	4
a-getting	3	3
a-glancing	6	1
a-glory-shoutin	1	1
a-Go-Go	2	1
a-go	2	1
a-gobbling	1	1
a-goin	26	14
A-Goin	1	1
a-going	5	3
a-gonna	16	14
a-got	1	1
a-grinnin	2	2
a-grinning	1	1
a-groaning	1	1
a-groovin	2	2
a-growing	1	1
a-growling	1	1
A-H	1	1
A-ha-ha-ha-ha-ha	2	1
a-ha-ha	2	2
A-ha-ha	3	3
a-ha	6	4
A-ha	48	41
A-Ha	1	1
A-HA	3	1
A-haaa	1	1
a-hammer	7	1
A-hanging	1	1
a-happened	1	1
a-happenin	22	1
a-happening	6	1
a-hauntin	1	1
A-hauntin	2	1
a-Have	1	1
a-havin	1	1
a-having	1	1
a-headed	1	1
a-heared	1	1
a-hellin	1	1
A-hem	1	1
a-here	2	2
a-hey-hey	2	1
A-hey	2	1
a-hidin	2	1
a-hiding	5	1
a-hightailin	1	1
A-hippie	1	1
a-hiring	1	1
a-holdin	1	1
a-hole	9	9
A-hole	7	6
a-holes	2	1
A-holes	1	1
a-hollerin	1	1
A-hoo	3	2
A-hooks	1	1
a-hoppin	1	1
a-horseback	1	1
a-hottie	1	1
a-houndin	1	1
a-howling	2	2
A-human	1	1
a-hummin	1	1
a-humpin	1	1
a-humping	1	1
a-huntin	1	1
a-hunting	6	4
A-hunting	13	2
a-hurtin	2	2
A-I-b-e-r-t	1	1
a-I-p-h-a-b-e-t	1	1
A-I-v-e-r-s	1	1
A-I	1	1
a-in	2	2
a-Iookin	1	1
a-it	1	1
a-It	1	1
a-itchin	1	1
a-jawin	1	1
a-jerking	1	1
a-Jesus	1	1
a-jinglin	3	3
a-joggin	1	1
a-journed	2	2
a-juggling	1	1
a-jumpin	2	2
a-Jupiter	1	1
A-just-a	1	1
a-just	1	1
A-K	1	1
a-keep	1	1
A-ki-chay-wah	2	1
a-kickin	2	2
a-kissing	1	1
A-knock	2	1
a-knockin	8	6
a-knocking	8	6
A-knocking	1	1
a-knowin	1	1
A-koodle-doodle	1	1
A-L-E-I	1	1
A-L-F-R-E-S-C-O	1	1
A-L-K-A-Z-A-R	1	1
A-L-L-I-S-O-N	2	2
A-L-L	1	1
A-L-P-H-A-B-E-T	1	1
A-L-Q-something	1	1
A-L-T-E-R	1	1
A-L-V-A-R-O	2	1
A-L	1	1
A-la-la-la-la-la	1	1
a-la-la-la	3	1
a-laughin	1	1
a-laying	3	3
a-least	1	1
a-leavin	1	1
a-leaving	1	1
A-level	2	1
A-levels	2	2
A-Levels	1	1
A-Li	1	1
a-lifting	1	1
A-line	2	2
a-ling	3	1
A-list	16	12
a-listen	1	1
a-listenin	1	1
a-listening	1	1
A-lister	1	1
A-listers	1	1
A-Little-Baby-Bo	1	1
A-Little-Too-Far	1	1
a-livin	1	1
a-lone	1	1
a-lookin	4	4
a-looking	4	4
a-loose	1	1
a-lopin	1	1
a-losin	1	1
a-lot-lot	1	1
A-lsland	1	1
a-lyin	1	1
A-M-B-I-D-E-X-T-	1	1
A-M-E-S	2	1
A-M-I-E-L	1	1
A-M-I	1	1
A-M-O	1	1
A-M-P	1	1
A-m-y-I-o-i	1	1
a-m	1	1
A-M	1	1
a-ma-zing	1	1
A-major	1	1
a-marching	2	2
A-marker	1	1
A-Marker	1	1
a-mentioning	1	1
A-mer-i-ca	1	1
a-milkin	2	2
a-milking	2	2
a-million-dollar	1	1
a-minded	1	1
A-minor	8	4
A-minus	24	18
A-minuses--	1	1
a-missin	1	1
a-missing	2	1
a-misting	1	1
a-moaning	1	1
a-monkeyin	1	1
a-months	1	1
A-mooch	6	1
a-more	1	1
a-movin	1	1
a-mushing	1	1
a-music	2	2
a-my	1	1
A-N-	1	1
A-N-A	1	1
A-N-C-E	1	1
A-N-D-O	1	1
A-N-E-T	1	1
A-N-E-U-V-E-R	1	1
A-N-G--	1	1
A-N-G-E-	1	1
A-N-G-E-L	1	1
A-N-G-O	7	2
A-n-n	1	1
A-N-O-E-U-V-R-E	1	1
A-N-O-N-	1	1
A-N-Y	1	1
A-N-Z-I-O	1	1
A-N-Z-O	1	1
A-N	5	4
a-nal-ra-pist	1	1
A-natural	2	1
a-negative	1	1
A-negative	6	2
a-never	1	1
a-nice	1	1
a-nickel-apiece	1	1
A-nn-ie	2	2
a-no	4	3
A-Number-	1	1
A-number-one	6	6
A-Number-One	2	1
A-NUMBER-ONE	1	1
A-number	3	3
A-o	1	1
A-OK	15	13
a-okay	3	3
A-okay	23	15
A-Okay	21	4
a-on	1	1
a-once	2	1
a-one	11	11
A-one	22	16
A-P--	1	1
A-P-A-L-I	1	1
A-P-O	3	3
A-P-P-L-E	1	1
A-P	1	1
A-part	1	1
a-Partner	1	1
a-penis	1	1
A-penis	1	1
a-pickin	1	1
a-playin	1	1
a-playing	1	1
a-plentiful	1	1
a-plenty	2	2
a-pluckin	1	1
a-plus	1	1
A-plus	23	18
A-pluses	2	2
a-pointin	1	1
a-popping	1	1
A-pos	1	1
A-positive--	1	1
A-positive	5	4
a-poundin	1	1
a-practicin	1	1
a-prison	1	1
a-puffing	1	1
a-pullin	1	1
a-pulling	2	2
a-purgin	1	1
a-purpose	1	1
a-pushing	1	1
a-put	1	1
A-Q-R	2	1
a-quivering	1	1
A-R-C-H-A-E	1	1
A-r-c-h-e-r	1	1
A-R-C-H-I-B-A-L-	1	1
A-r-d-a-k-a-n-i	1	1
A-R-G-I-L-L-	1	1
A-R-G	1	1
A-R-L-A-N-D	1	1
A-R-M-P-I	1	1
A-R-N	1	1
A-R-O	1	1
A-R-R-O	1	1
A-rab	10	5
A-rabs	2	2
a-raidin	1	1
A-rainin	4	1
a-rambling	1	1
a-rarin	1	1
a-rattle	1	1
a-reachin	3	2
a-readin	1	1
a-readir	1	1
a-ready	3	3
a-ree-bop	2	1
a-richer	1	1
a-ridin	1	1
a-riding	1	1
a-right	2	1
A-right	1	1
a-ring	3	2
a-ringin	1	1
A-riser	1	1
a-risin	1	1
a-roamin	1	1
a-Rock	3	1
a-rockin	2	2
a-rocking	2	2
A-Rod	8	5
a-rollin	5	4
a-rolling	2	2
A-rolling	5	2
a-Roma	1	1
a-rover	1	1
a-runnin	5	5
a-running	8	8
A-S-	3	1
A-S-H	1	1
A-S-S-H-O-L-E	1	1
A-S-S-L-I	1	1
A-S-S	7	7
A-S-T-A-S-	1	1
A-S	1	1
a-sashaying	1	1
a-saving	1	1
a-saying	1	1
a-scampering	1	1
a-scared	1	1
a-screamin	3	3
a-scrub	1	1
a-searching	1	1
a-send	1	1
a-servin	2	2
A-servin	1	1
A-shade	2	1
A-sharp	2	2
a-shine	1	1
a-shining	3	2
a-shootin	1	1
a-shopping	1	1
a-shovin	1	1
a-showing	1	1
A-side	1	1
a-singin	1	1
a-singing	2	2
A-six-seven	4	1
a-six	1	1
A-slash	1	1
a-sleeping	1	1
a-slidin	3	2
A-smellin	1	1
a-snake	1	1
a-sniffing	1	1
a-something	3	2
a-soon	1	1
A-special	2	2
a-specific	1	1
a-spirin	1	1
a-spottin	1	1
A-squared	1	1
a-stakin	1	1
A-standin	1	1
A-Star	1	1
a-starboard	1	1
a-staring	1	1
A-steady	1	1
a-stickin	1	1
a-stirring	1	1
a-stooping	1	1
a-stormin	1	1
A-straghtenin	1	1
A-strength	1	1
a-strumming	2	2
a-swimming	2	2
a-swinging	1	1
a-t-e	1	1
a-t-il	1	1
A-T-M	1	1
A-T-S	1	1
A-T-T-I-N-G-E-R	1	1
A-T-U-S-I-S	1	1
A-T	1	1
a-talking	1	1
a-tanto	1	1
a-tappin	1	1
a-tapping	1	1
A-team	8	6
A-Team	17	9
a-tellin	3	3
a-telling	2	2
A-ten	1	1
a-That	2	2
a-them	1	1
a-Thing-For-Ugly	1	1
a-thing	1	1
a-thinkin	2	2
A-thinkin	1	1
a-This	1	1
a-three	6	5
a-throbbing	1	1
a-thumpin	1	1
a-ticking	2	2
a-tie	2	2
a-tingle	3	3
a-tinkling	1	1
a-to	2	1
A-to	1	1
a-told	2	2
a-tossin	1	1
A-Town	1	1
A-train	1	1
A-Train	1	1
a-trappin	2	1
a-tremble	2	2
a-tryin	1	1
a-trying	1	1
a-ttractive	1	1
a-tugging	1	1
a-turning	1	1
a-twit	2	1
a-twitter	1	1
a-two--	1	1
a-two	10	9
A-two	1	1
A-type	1	1
A-U-D-A	1	1
A-U-L-Y	1	1
A-U-S	1	1
A-V-A-K-I-A-N	1	1
A-V-E-L	1	1
a-v	1	1
A-V	4	3
a-vailable	1	1
A-VF	1	1
a-vision	1	1
a-vying	1	1
A-W-	1	1
A-W-O-L	2	1
a-wailin	1	1
a-waitin	9	8
a-waiting	2	2
a-walkin	2	2
a-walking	1	1
a-wantin	1	1
a-warring	1	1
a-was	1	1
a-wassailing	2	1
a-wastin	4	4
a-wasting	12	12
a-watching	2	2
a-waving	1	1
a-way	3	3
A-way	3	2
a-ways	1	1
a-we	1	1
a-wee-ma-way	1	1
A-wee-ma-way	1	1
a-weigh	2	1
a-welcome	1	1
a-Well	1	1
a-wh-chk-chk-uh-	1	1
a-whapping	1	1
a-what	1	1
a-whisperin	1	1
a-whistling	1	1
A-whoo	1	1
a-whooping	1	1
a-whoosh	2	2
a-wigglin	1	1
a-winding	1	1
A-Wing	11	3
a-winking	1	1
a-winning	2	2
a-with	1	1
a-wonderin	1	1
a-wooing	2	2
a-workin	2	2
a-working	1	1
a-worryin	1	1
a-wrecking	1	1
a-writir	1	1
a-yelling	1	1
a-you	1	1
a-yowling	1	1
A-yuh	2	1
A-Z	1	1
a	976941	8380
A	64238	8089
�	125	83
�	296	34
�	3085	29
�	44	18
Aa-aa-aah	1	1
Aa-Aa-Aah	2	1
Aa-ah	2	1
Aa-ii-ee	1	1
aa	6	5
Aa	2	2
AA	79	63
a�	6	5
A�	2	2
�a	1	1
��	5	5
AAA-	1	1
Aaa-aaah	1	1
AAA-approved	1	1
Aaa-oh	1	1
Aaa-tchoo	1	1
aaa	5	3
Aaa	4	4
AAA	16	16
Aaaa	1	1
Aaaaa-aaaagh	1	1
Aaaaaa	1	1
aaaaaaa	1	1
Aaaaaaaaa	2	1
Aaaaaaaaaaaaaaaa	1	1
Aaaaaaaaaaaaaaaa	1	1
Aaaaaaaaaaaaah	1	1
Aaaaaaaaaaah	1	1
Aaaaaaaaaagh	1	1
Aaaaaaaaaah	1	1
Aaaaaaaaagh	1	1
Aaaaaaaaah	5	4
Aaaaaaaaahhhh	1	1
Aaaaaaaah	6	4
Aaaaaaaahhhhh	1	1
Aaaaaaaauuu	1	1
aaaaaaah	1	1
Aaaaaaah	10	8
Aaaaaaahhh	1	1
Aaaaaaahhhh	2	1
Aaaaaaargh	1	1
Aaaaaagh	2	2
aaaaaah	1	1
Aaaaaah	15	12
aaaaaahh	1	1
Aaaaaahh	1	1
Aaaaaargh	2	2
Aaaaagghhh	1	1
Aaaaagh	2	2
Aaaaah-ha-ha-ha	1	1
Aaaaah	46	26
Aaaaahhh	1	1
Aaaaahhhh	3	3
aaaaahhhhh	2	1
Aaaaahhhhh	2	2
Aaaaargh	3	2
Aaaaggghhhhhh	1	1
aaaagh	1	1
Aaaagh	5	5
Aaaaghh	1	1
aaaah	2	2
Aaaah	98	55
Aaaahh	5	3
Aaaahhh	5	4
Aaaahhhh	1	1
Aaaahhhhh	2	2
aaaahrrr	1	1
aaaahrrrrr	1	1
Aaaahrrrrrr	1	1
Aaaargh	8	6
Aaaarrrgghhh	1	1
Aaaarrrgh	1	1
AAAC	1	1
Aaaggghhh	1	1
Aaagghh	1	1
Aaagh	33	19
AAAGH	2	1
Aaaghh	2	2
Aaaghhh	1	1
Aaah-aah	1	1
Aaah-oh	2	1
Aaah-oooh	1	1
aaah	8	8
Aaah	597	208
AAAH	2	1
Aaahh--	1	1
Aaahh-ahhhh-oooh	1	1
aaahh	2	1
Aaahh	10	9
Aaahhh--	1	1
aaahhh	1	1
Aaahhh	11	11
Aaahhhh	3	3
AAAHHHHH	1	1
Aaahhhhhhh	1	1
aaain	1	1
aaainst	1	1
Aaak	2	1
Aaaooow	1	1
Aaar	3	1
Aaargghh	2	1
Aaargh	34	26
Aaarghhh	2	1
Aaarh	1	1
Aaarhh	4	1
Aaarrgh	2	2
Aaarrghh	1	1
Aaarrhh	1	1
Aaarrr	1	1
Aaarugh	1	1
AAAs	1	1
AAAS	1	1
aaaumm	1	1
Aaaw	3	1
aaawoo	1	1
Aaay	1	1
Aab	1	1
Aaba	1	1
aach	1	1
Aach	1	1
Aachen	1	1
aack-	1	1
aack-ack	1	1
aAd	1	1
Aad	1	1
Aaggghh	1	1
Aaggh	2	2
Aagghh	4	2
aagh	2	1
Aagh	88	35
Aaghhh	1	1
aah--	1	1
Aah--	1	1
Aah--Ohh	1	1
Aah--uh	2	1
Aah-	2	2
Aah-aaah	1	1
Aah-aah-aah-aah-	1	1
Aah-aah-aah-aah-	1	1
Aah-aah-aah	1	1
Aah-aah	3	3
aah-ah	1	1
Aah-ah	1	1
Aah-ahhh	1	1
Aah-ha	1	1
Aah-ooh	1	1
Aah-uhh	1	1
Aah-ya	3	1
aah	52	37
Aah	2635	620
AAH	1	1
Aahahah	1	1
aahed	1	1
Aahh-yaahh	1	1
aahh	1	1
Aahh	23	16
Aahhh	14	9
Aahhhh	3	2
Aahhhhhhhh	1	1
Aahhhhhhhhh	2	1
aahing	2	2
Aahr	10	1
aahs	5	4
���	2	1
Aaiii	1	1
Aairy	1	1
aal	1	1
aallows	1	1
Aally	1	1
Aalto	2	1
Aamco	1	1
Aames	2	2
aana	1	1
Aand	1	1
Aanew	1	1
aangooi	1	1
aanlitch	1	1
aanything	1	1
aao	1	1
Aaooh	1	1
Aap	2	1
AAPA	1	1
AAPC	1	1
Aar-harr-harr	1	1
Aar-harr	1	1
Aar	6	1
AAR	2	1
Aardvark--an	1	1
aardvark	14	8
Aardvark	7	4
Aardvarkian	1	1
Aare	1	1
Aarfy	7	1
Aarggh	1	1
aargh	2	1
Aargh	31	25
Aarghh	1	1
Aarghhh	1	1
Aarh	4	1
Aari	2	1
Aaron--	1	1
Aaron-	1	1
Aaron	700	162
AARON	47	4
Aarons	13	3
Aaronson	2	1
AARP	2	2
Aarrgghh	1	1
Aarrgh	1	1
Aarrghh	1	1
Aarrrrghhh	1	1
Aart	1	1
Aarte	1	1
Aartin	3	1
Aary	1	1
aas	1	1
AAs	1	1
Aasen	1	1
Aat	1	1
aate	1	1
Aaugh	2	2
AAV	1	1
Aaw	1	1
Aawww	1	1
aay	1	1
Aay	4	2
Aaybe	1	1
ab--	1	1
ab-	1	1
AB-	3	3
ab-ab-s	1	1
Ab-Ab	1	1
ab-bout	1	1
Ab-by	2	2
Ab-byyy	2	2
Ab-negative	1	1
AB-negative	6	4
Ab-Roller	1	1
ab	17	15
Ab	16	11
AB	42	26
Aba-dabba	1	1
aba	1	1
ABA	3	3
Ababa	3	1
Ababwa	8	1
Abaca	1	1
aback	15	15
Abaco	1	1
abacus	10	9
Abacus	2	2
Abacuses	1	1
Abad	3	3
Abadallah	2	2
Abaddon	10	4
Abadin	1	1
Abadon	1	1
abaft	2	1
Abagail	7	2
Abagnahlee	3	1
Abagnale	23	1
Abagnaylee	1	1
Abahablast	4	1
Abajan	1	1
abajo	2	2
Abajo	1	1
Abakenezer	1	1
abalone	14	9
Abalone	12	4
abalones	1	1
Abalones	5	1
Abaloney	1	1
Abamaus	1	1
aban	1	1
Abanazar	2	1
Abandando	17	6
Abandano	2	1
abanding	1	1
abandon-ship	1	1
abandon	345	281
Abandon	68	43
Abandoned--	1	1
abandoned	650	522
Abandoned	26	24
ABANDONED	2	1
abandoner	1	1
abandoning	84	77
Abandoning	2	2
abandonment	45	41
Abandonment	4	4
abandonmentandlo	1	1
abandonned	2	1
abandonning	1	1
abandons	14	14
Abangld	1	1
Abao	3	1
Abarbanel	1	1
abase	2	2
Abase	1	1
Abashiri	3	1
ABASHlRI	1	1
aBastard	1	1
abat	1	1
abate-lhos	1	1
abate	5	3
abated	4	4
abatement	3	3
abates	2	2
abating	1	1
abattoir	4	4
Abattoir	3	2
Abay	3	1
Abaya	4	2
abaza	2	1
Abaza	7	1
Abb	1	1
ABB	2	2
Abba-solutely	1	1
Abba-Zabba	1	1
Abba	4	4
ABBA	5	4
Abbadon	1	1
Abbas	5	2
ABBBA	1	1
Abbe	2	2
abb�	27	2
Abb�	25	3
Abberline	10	1
abbess	1	1
Abbess	1	1
abbesses	1	1
Abbeville	2	2
Abbey--	1	1
abbey	45	20
Abbey	111	44
ABBEY	6	1
Abbeydale	2	1
abbiamo	1	1
abbie	2	1
Abbie	66	4
Abbington	1	1
Abbondanza	1	1
abbot	18	9
Abbot	25	17
abbott	1	1
Abbott	398	129
ABBOTT	2	2
Abbotts	24	7
Abbottus	1	1
abbreviate	1	1
abbreviated	14	13
Abbreviated	2	2
abbreviation	12	8
abbreviations	10	8
Abby--	3	3
Abby-	1	1
Abby	636	102
ABBY	1	1
ABC--	1	1
ABC-TV	1	1
ABC-type	1	1
ABC	124	92
ABC��	1	1
ABCD	5	2
AbcdefghiALM	1	1
ABCs	21	13
ABD	1	1
Abdel	4	1
Abdi	1	1
abdicate	9	9
abdicated	7	7
abdicates	1	1
abdicating	1	1
Abdicating	2	2
abdication	5	5
Abdication	1	1
Abdie	1	1
abdomen	152	116
Abdomen	19	17
Abdomenizer	6	1
abdomens	3	3
abdomin	2	2
abdominal	149	94
Abdominal	25	22
abdominals	7	7
abdominoplasti--	1	1
abdominus	2	2
abduct	36	32
abducted--	1	1
abducted	250	175
Abducted	5	5
abductee	20	11
abductees	15	11
Abductees	3	3
abducting	15	13
Abducting	1	1
abduction--	1	1
abduction	179	109
Abduction	6	6
abductions	42	22
abducto	1	1
abductor	16	13
Abductor	2	2
abductors	11	8
abducts	7	7
Abducts	1	1
Abd�laziz	1	1
Abdul-Jabaar	1	1
Abdul-Jabbar	11	11
Abdul	51	30
ABDUL	5	1
Abdulah	1	1
Abdulaziz	2	1
AbdulIah	1	1
Abdullah	18	7
Abe-Lincoln-type	1	1
Abe	304	87
ABE	3	2
abeam	7	4
abed	6	6
Abed	4	3
Abednego	2	2
Abednigo	1	1
Abeel	5	1
abel	2	2
Abel	66	23
Abelard	2	1
abele	1	1
Abeline	1	1
Abelius	1	1
Abelson	11	1
Abemo	1	1
aben	1	1
Abenader	4	1
abenc	2	1
Abend	9	6
Abendruh	1	1
Abenni	1	1
aber	1	1
Aber	2	1
Abercorn	1	1
Abercrombie	28	21
Aberdare	1	1
Aberdeen	17	12
Abere	1	1
Abergele	1	1
Aberjian	3	2
Aberjona	1	1
Abernathy	43	16
ABERNATHY	1	1
Abernathys	1	1
Abernethy	1	1
Aberon	1	1
aberrant	15	13
aberration	28	26
aberrations	8	8
Abersold	2	1
Aberystwith	1	1
Aberzombie	1	1
abet	5	5
Abetemarco	2	2
abetted	8	8
abettin	1	1
abetting	25	24
Abetting	1	1
abetting�	1	1
abettor	1	1
abeyance	2	2
Abfab	1	1
ABFC	1	1
ABG	14	12
